sample	amglyccycl	arylpolyene	bacteriocin	blactam	butyrolactone	cyanobactin	ectoine	hserlactone	indole	ladderane	lantipeptide	lassopeptide	linaridin	melanin	microviridin	nrps	nucleoside	oligosaccharide	other	otherks	phenazine	phosphonate	proteusin	PUFA	resorcinol	sactipeptide	siderophore	t1pks	t2pks	t3pks	terpene	thiopeptide	transatpks
sim_meta-1	0	27.61487	70.966597	0	0	0	14.546692	43.400232	0	0	23.11746	3.85562	0	0	0	104.590024	5.98328	0	41.220589	1.999329	4.90742	21.29774	0	0	4.60907	0	23.18465	58.870168	0	36.94303	103.016517	8.04917	7.23219
sim_meta-10	0	33.6776	45.27084	0	1.22939	0	8.780773	28.899852	0	5.650793	0.271453	3.34662	0	0	0	67.384613	0	0	35.572774	10.712008	0	2.75715	0.748374	0	15.44275	0	19.505865	29.141183	5.661793	19.846108	83.260782	1.40091	0
sim_meta-100	2.42001	14.775162	86.36178	0	4.7818	1.16664	28.744819	16.58096	5.19705	1.82778	21.02159	4.59191	2.57308	2.52406	3.68623	108.643376	1.6039	1.87643	48.376258	9.34313	4.11673	3.9332	0	0	7.42266	0	28.151632	76.061456	1.87643	19.51507	115.69089	2.64508	3.74708
sim_meta-101	0	27.686191	61.023537	0	10.69877	0	5.819165	36.68204	0	1.24202	19.803482	11.22955	0	0	0	110.007356	0	0	30.927149	6.601989	0	9.68911	0	0.853449	7.60011	0	35.567438	59.176254	0	35.182566	93.5885	7.42156	3.73274
sim_meta-102	0	45.805402	88.076181	1.52019	2.80379	0	12.5080717	42.044073	1.5476	4.38642	16.996801	6.390032	0	0	3.863267	87.990886	0	0	46.935106	8.00158	0	8.48746	0	0	22.6494	0	19.100239	44.473881	4.0025	20.130227	109.539881	0	2.357475
sim_meta-103	3.58759	28.233242	58.225497	0	0	0	12.93559	29.56232	0	3.37768	32.88611	5.90616	0	3.59918	0	104.912312	0	0	57.290194	13.414981	2.14074	0	0.976504	0.743631	12.0547	0	30.824096	35.27291	0.702143	21.893201	104.832927	4.172907	0
sim_meta-104	0	51.877946	101.517136	0	2.48296	0	0.569314	42.257893	0	2.19554	22.24481	6.12997	0	0	1.86507	107.069185	0	0	56.549893	1.9785	3.06394	7.00587	0.822057	0	20.56038	2.01183	27.622928	46.464195	4.61665	21.492072	91.401877	2.77657	3.16762
sim_meta-105	0	39.57756	53.38474	0	0	0	12.13848	30.6995	0	0	0	3.04113	0	0	0	35.08553	0	0	57.43472	1.48717	0	0	0	0	20.34542	0	21.88151	23.76503	0	12.99108	99.32949	0	0
sim_meta-106	0	24.37547	111.1858282	0	5.29455	3.10805	14.9079	39.824083	0	2.55743	31.3101	17.24064	0	0	0	109.591433	0	0	24.03924	9.43592	0	3.5581	0	0	13.7392	0	27.69452	42.41671	0	18.83788	109.878018	3.29646	3.13455
sim_meta-107	1.15879	24.142973	78.628031	0	3.133352	0	14.65973	42.624523	4.09045	0	18.56583	11.751328	0	0	0	60.810687	4.48984	0	39.719849	5.519662	0	1.95314	0	0	3.38993	0	31.811315	71.177092	3.499889	24.305726	104.15487	3.18053	0
sim_meta-108	0	33.246511	56.963088	0	3.82761	0	9.127238	36.992706	0	7.54066	13.97622	4.30179	2.492363	0	0.893044	100.03698	0	0	29.5141501	9.3525	0	2.18894	0	4.93565	7.77046	0	23.94369653	27.610364	0	9.35126	66.9047649	4.00092747	0
sim_meta-109	5.26306	34.985821	90.503026	0	0	0	7.147115	28.916468	0	3.77893	23.20526	5.43652	1.84629	4.85622	4.12961	145.1680754	2.95853	0	12.31520247	11.50484	4.23695	7.96078	0	0	6.24303	0	10.63563583	58.682677	0	23.872908	76.3354832	16.47517278	7.33554
sim_meta-11	0	19.02129	60.633897	0	8.88124	0	20.10376	43.076494	6.66218	11.7611	17.785955	5.49691	0	0	0	124.697927	2.86794	3.60455	56.070539	17.40117	0	1.19499	0	0	2.19148	0	34.847818	55.519068	14.64245	19.544369	114.041313	0	0
sim_meta-110	0	17.274109	43.1223753	0	0	0	14.1871621	29.385119	0	2.646062	10.81438	18.995684	0	0	2.52266	53.61027	0	0	18.08084	14.17198	0	0.936788	0	1.62083	8.51542	0	13.87522	20.75863	0	19.925993	96.629256	2.14879	2.53249
sim_meta-111	1.53291	27.389583	73.301526	0	0	0	7.58871	14.210167	5.41024	6.36274	19.441892	6.26806	0	1.64869	0.202662	97.914262	0	0	29.969401	7.201972	0	7.284347	0	0	2.80591	2.14863	25.6913807	57.531841	2.98311	15.352807	86.453467	5.091306	6.939465
sim_meta-112	0	33.70097	60.111393	0	3.274012	0	11.904995	34.010722	2.36289	1.82712	41.95251	6.578524	0.349515	0	0	93.2997	4.63034	0	25.20927	12.78174	0	3.97681	0	0	8.95438	0	16.334661	66.305405	0	7.988341	96.602282	3.39673	0
sim_meta-113	0	26.708821	73.827174	0	0	0	7.602441	53.877875	0	3.29560373	6.69441	18.068171	0	0	3.43733	65.40350982	0	0	38.602995	16.899256	5.41375	9.55362	0	0	11.978311	0	11.23948717	41.77177135	3.16632	31.099556	125.757854	3.669894	6.44307
sim_meta-114	5.54701	37.47571	70.1811376	0	13.23513	0	18.623237	18.142274	2.19154	7.83973	62.85306	14.398005	3.31354	4.9081	0	166.434715	6.76823	2.02401	54.879869	14.2987	0	10.569564	0.729221	0	10.66571	0	44.723254	96.393512	18.047904	34.187145	113.770929	11.1479	7.60721
sim_meta-115	0	42.954414	70.9918522	0	10.1722	0	15.233057	21.553926	3.17026	3.95201	8.06265	7.132921	0.94445	0	1.62522	102.806443	1.1423	5.59402	26.498692	16.345862	1.71184	3.45335	0	0.937647	11.70133	1.31792	10.440189	51.994326	3.691962	17.214668	95.543404	2.253612	1.39421
sim_meta-116	0	21.561907	60.818786	0	6.26382	0	17.183902	17.876917	1.20751	2.949668	14.2778574	2.84417	1.34229	0	2.578177	76.875638	3.91173	2.81881	30.765716	15.401598	1.91998	3.50716	0	0	10.507815	0	18.9209916	45.528333	0	32.858497	87.646847	7.212429	3.72248
sim_meta-117	0	27.586926	87.633308	0	13.39537	0	8.690829	27.349342	2.45023	2.27571	17.278937	6.645484	0.337171	0	0.417131	56.085839	0	0	46.221093	12.760099	0	1.87829	0	0	10.48468	0	22.3314952	49.152015	4.056471	24.05528	117.129299	3.46464	0
sim_meta-118	0	16.16871	61.6132	0	7.2373	0	18.12921	23.83905	7.10754	6.87968	22.37556	11.18809	0	0	1.77578	128.77171	5.31556	9.16749	39.82969	12.55571	0	6.25887	0	0	6.67137	0	30.77774	66.99816	6.8161	16.63042	109.98093	2.05218	0
sim_meta-119	0	19.76232	77.956642	0	0	0	9.71428	64.13926	0	0	37.43124	21.14041	0	0	5.77499	147.74728	0	0	51.43606	6.95754	12.3741	0	0	0	12.6096	0	4.40099	32.77844	0	10.11789	64.395972	0	0
sim_meta-12	0	8.54847	93.05914	0	4.59711	0	2.33446	40.50319	0	16.33234	43.211536	12.32262	0	0	0	87.088668	4.79408	0	37.86064	33.13495	0	7.87719	0	8.58027	2.38593	0	27.885858	47.34652	13.64847	13.958543	88.19161	4.67801	0
sim_meta-120	1.04477	11.236761	82.491244	0	1.26738	0	22.179455	25.474811	8.4727	7.29519	19.011156	21.776341	0	0.784829	0.271654	93.022397	5.87622	4.96692	40.190755	24.60172	0	1.73669	3.672461	0	7.24973	0	20.189377	99.708654	3.75396	20.88952	85.654644	4.15556	0
sim_meta-121	1.81323	33.491888	77.508842	0	3.87952	0	7.472798	32.614637	1.62727	1.377	51.667618	16.26975	0	1.82194	2.756682	78.37123	3.58183	1.40296	76.374025	17.462709	0	2.86654	0.640114	0	8.565035	0	19.124468	59.806435	8.6346	26.165802	112.263523	4.238124	0
sim_meta-122	2.38274	34.415376	68.531762	0	4.338973	0	18.036875	35.3457	3.572861	0.617622	33.623686	17.0285745	0	2.32586	2.1539	129.459817	5.36637	0.708488	34.25166	11.699253	0.507662	2.950796	0	0	19.046173	0	32.06201	76.916275	0.708488	22.990918	114.977437	8.681305	5.37073
sim_meta-123	0	26.901584	101.849292	5.06547	0	2.39944	23.518376	23.616513	5.56097	10.8213	12.686108	2.45002	0	0	0.927356	65.932492	0	0	43.600444	19.51037	4.10058	0	0	5.7617	7.628001	0	22.927154	13.55834	5.28226	20.462137	79.76115	0.443566	0
sim_meta-124	9.24447	10.32574	50.184996	0	0	0	14.070027	15.6757	0	0	27.07722	30.48273	0	9.14803	0	105.15821	0	0	38.679872	1.11475	0	0	0	0	1.35035	0	29.45592	36.882091	0	17.240629	114.42534	9.02351	0
sim_meta-125	0	32.952565	98.1870928	0	1.85298	0	13.29657	28.795545	4.43539	1.58743	9.0101549	5.162129	1.25807	0	0.534159	82.68229	0	0	20.8195998	6.51408	0	5.017296	0	0.507101	8.96304	0	26.607593	30.151227	3.8417	21.082682	106.442296	1.136001	2.78369
sim_meta-126	1.03878	21.232514	48.1342605	0	0	0	6.975921	54.919489	0	2.88819	14.523915	5.2757109	0.40284	1.1478	0.528434	111.897286	0	3.7863	21.873334	10.83727	0	3.423947	0.885553	1.1065	8.972697	0	25.378225	21.613579	0	25.997665	98.49323	3.536056	2.10125
sim_meta-127	3.08893	14.3347	47.420652	0	0	0	23.310933	41.036943	3.22186	5.8588	37.482106	6.4809507	2.41404	0	0	64.504024	0	3.32156	42.940656	18.806817	0	0	0	0	2.34941	0	26.650305	58.118598	11.147458	29.437678	130.364657	3.04559	0
sim_meta-128	0	45.4583299	106.519424	0	1.6161	0	3.508873	31.1564767	2.518731	1.54155	43.938654	7.075263	0.378878	0	1.424658	100.433663	0.972864	0.832486	28.748015	19.723771	0.813551	3.961991	0	0.720671	12.987342	0.887965	20.58936	50.576712	0	21.03043104	115.3026286	5.73064	9.593644
sim_meta-129	0	13.865866	63.752932	0	0.342025	0	24.03321	24.321778	7.39432	0	11.378008	2.81266	0	0	3.83559	88.466007	0	0	34.308954	20.09402	3.9956	6.5276	0	0	6.55359	0	19.539373	67.930367	7.94007	32.169286	79.644843	0	3.57845
sim_meta-13	0	15.607469	108.1889	0	5.17861	0	11.036905	23.9475	6.56143	9.14636	31.43035	4.785355	0	0	2.71022	100.098984	2.7799	3.57122	45.879913	17.868598	2.91392	3.873587	3.598098	0	7.81883	0	19.355531	97.780128	6.39363	19.650806	101.306075	3.46254	2.69948
sim_meta-130	0	30.713098	87.906055	0	4.52324	0	15.139416	40.479199	3.547101	1.346237	24.721155	8.7831518	0	0	0	114.808537	2.633179	2.480307	31.150153	13.760803	0	9.91152	0.410179	0	12.81592	0	28.632839	62.490858	4.669419	22.100815	137.691096	3.70678	1.55153
sim_meta-131	0	19.11558	90.231777	0	6.03339	0	9.73207	33.501712	0	0	44.8601	18.29623	0	0	0	81.680551	0	0	29.042899	16.561362	0	2.69231	0	0	12.05623	0	19.45674	27.808399	2.214096	24.320905	130.901945	2.44841	12.19845
sim_meta-132	0	13.096946	49.000856	0	1.67801	0	16.173708	42.040667	4.22785	0	26.667527	8.016148	0	0	0.51592	93.163315	4.07888	0	57.381451	14.789038	0	7.002994	0	0	7.36215	1.06301	32.77001	62.796326	7.11723	25.016424	134.310074	5.319694	0.814319
sim_meta-133	0	33.338397	83.169106	0.976121	3.02668	0	11.256638	30.612805	3.1205	3.72201	19.23103	3.62059	0	0	0.903021	75.710117	0	0	47.45871	10.22603	5.31504	4.976794	0	0	15.40914	1.08268	23.474815	30.240684	1.22588	12.153199	73.883669	3.293454	1.00109
sim_meta-134	0	21.660086	80.087252	0	0	3.17287	31.852267	45.296189	0	0	21.93046	12.82865	4.99537	0	2.2885	79.329555	0	0	25.618309	9.03233	0	5.11954	0	6.87352	4.12257	0	19.051139	23.325035	0	15.468282	61.120377	0.338029	2.21972
sim_meta-135	0	43.48956	69.666493	0	0	0	11.057998	42.056206	3.17077	6.67776	20.769492	13.002817	0	0	0	102.0665728	3.17254	3.43958	29.66896	15.597562	2.18988	2.37556	0	0	17.15409	0	17.881235	72.338221	2.187071	12.70878	97.725252	3.31655	0
sim_meta-136	0	15.82238	73.603004	2.30181	1.31901	0	13.47491	42.04265	2.12232	12.49686	16.41002	0	1.39578	0	0	61.597607	0	0	48.644895	2.763261	1.27254	2.49192	4.44726	0	7.9835	0	23.419045	35.939134	5.94915	14.956453	101.539828	0	0
sim_meta-137	0	33.230275	55.7576639	0	11.84473299	0	10.87357028	18.170487	2.05089077	2.59750163	14.15970614	5.171933	0	0	0.744268	76.61513201	4.22468337	2.11914635	24.56313568	6.96817218	0	4.64118	0	0	7.322653	0	20.421052	44.51121006	2.59672635	21.014751	91.78894502	6.136257	2.60858
sim_meta-138	0	26.10595	109.6152539	0	0	0	19.227285	22.811432	3.5129	1.09536	29.141756	14.06885	0	0	1.03558	80.527873	1.09536	1.19567	32.326968	11.99082	1.16338	4.738903	0	0	5.152172	0	20.896153	68.686677	5.58373	18.798932	100.913158	1.63988	2.82615
sim_meta-139	0	21.708057	100.019738	0	8.87922	0	14.743431	20.583244	5.6008	0.919992	51.969894	19.819626	3.70491	0	1.465178	114.353577	8.00021	0	50.517301	16.937624	0	7.195212	0	0	7.258146	0	35.187777	96.323646	8.94559	35.415835	127.26545	7.99697	3.116526
sim_meta-14	0	22.931928	75.622589	0	2.73284	0	11.84497	34.078075	2.30163	11.72026	14.97412	6.35207	0	0	0	105.586552	2.35305	2.40593	42.895739	13.62375	5.07432	2.536963	7.63601	0	2.62982	0	30.840869	31.516901	2.58998	24.41722	105.293031	4.15096	0
sim_meta-140	2.88937	29.603457	41.1014505	0	3.68916	0	13.550131	37.636635	2.80553	1.63657	27.219191	15.532541	0	2.97096	0.0866581	76.087834	1.26194	3.3218	37.497629	8.676622	0	1.960191	0	0	3.959306	0	28.577127	34.646015	4.633564	27.834422	126.5087837	4.778492	2.005236
sim_meta-141	0	37.063507	79.230342	0	9.313563	0	11.364803	20.838499	1.77862	4.28544	31.482319	13.58111	1.72217	0	0	112.997602	3.23833	0	46.933593	7.822354	3.83065	2.827286	0	0	8.015502	0	25.241321	55.904138	5.51405	16.902021	100.312935	7.11425	2.079909
sim_meta-142	0	17.876929	85.2871658	0	1.745503	0	12.180671	36.916562	3.524118	0.818137	11.716025	22.538335	0	0	1.83534	94.147525	8.177295	0.808755	37.3080249	6.6435471	0	3.551225	2.90138	0	4.043851	0	15.528376	72.3821841	0.808755	24.851302	130.6904714	2.971738	1.013988
sim_meta-143	0	21.65816824	75.166247	0	9.313801	0.28897	14.654043	40.893205	2.81716	4.47572	16.761725	17.968065	1.40107	0	0	113.459426	6.58906	1.27747	42.094765	5.413645	0	2.974327	0.839845	0	3.346831	0	20.679121	52.197168	4.66588	31.616175	106.590696	4.037797	0.96134
sim_meta-144	0	36.872554	109.105239	0	4.6098	0	5.52746	42.200131	0	5.6008	23.031372	0	0	0	13.44823	91.161476	0	0	44.119297	24.9648	5.55015	7.36752	0	0	13.15492	0	17.535766	59.21024	0	26.60041	97.40931	5.29688	16.14722
sim_meta-145	0	35.528573	97.2532769	0	2.26679	0.723657	18.367398	18.215155	4.87139	0	38.971602	13.141722	0	0	0	120.936863	5.15511	6.35718	20.045347	24.26638	0	4.48309	3.66671	0	10.258137	0	15.449807	70.926891	0	30.602795	120.1320884	5.47067	7.03086
sim_meta-146	0	14.52677	81.074216	0	5.9528	0	18.575861	30.65864	5.73361	14.1128	23.251641	9.37807	2.24306	0	4.14301	165.03721	2.72363	3.50038	44.23747	16.92468	3.90923	7.20336	0	0	6.05354	4.19042	29.411984	98.438861	8.54179	25.207102	76.32683	7.48048	5.92385
sim_meta-147	3.95438	29.230918	100.2628961	0	1.94194	0	10.049363	14.370058	11.80255	2.97824	58.492374	28.803734	2.04958	4.40859	0.700536	166.8009	11.62652	4.90954	48.420501	17.017446	1.36532	1.53894	0	0	5.191732	0	21.434475	115.365261	10.15732	25.993925	129.545897	10.144469	3.771342
sim_meta-148	0.05717793	17.62256	42.200683	0	0	0	1.68334	4.574787	10.7368	0.727432	2.68978	0.0450835	0	0.0825436	2.53876	59.23367966	0	0	54.631542	24.52574	2.6621	2.76443	0	0	7.46767	0	23.869682	55.19171854	8.23741	18.90847	82.9951939	2.41665	2.43346
sim_meta-149	0	28.744175	75.089366	0	2.79305	0.929174	17.349286	40.016535	3.77457	3.604035	26.624824	12.773983	0	0	1.253412	84.7134248	4.865305	4.00005	42.184084	19.234044	0	1.907545	0	1.14826	12.389663	0	16.154036	56.391205	10.89165	15.040415	144.707033	1.07283	3.633042
sim_meta-15	0	10.668981	62.871478	0.954496	2.45133	0.880011	29.944587	32.564514	2.96971	2.26899	34.550971	16.404266	0	0	3.06669	89.291456	2.12895	1.89793	37.346684	16.388034	0	10.404927	0.420237	0.952538	5.87032	0	27.599041	61.31538	3.364232	27.57175	116.642735	6.22796	5.629188
sim_meta-150	0	27.89662	135.08194	0	11.2542	0	22.91408	50.31766	0	5.4304	11.54624	4.4247	2.9524	0	0	125.88864	0	0	20.34079	7.68822	9.95447	5.25696	0	0	6.90789	0	40.52541	34.85408	0	24.6292	101.8099	3.44314	3.4532
sim_meta-16	0	31.283492	54.523008	1.92587	7.916306	0	21.832226	52.034727	4.20019	6.324302	9.872292	8.023564	0.199528	0	2.561933	45.071446	0.592934	0.661106	47.741623	15.863453	0	4.56712	4.35653	0	11.690957	0	16.366917	28.579043	6.073451	17.706955	102.103622	2.59626	0
sim_meta-17	3.1052	17.49029	44.229624	0	0	0	11.35545	45.27141	7.1034	4.46125	34.50249	15.777679	0	3.02005	3.55151	131.032217	7.09299	6.60121	19.36756	34.51406	0	9.65649	0	0	8.29336	0	25.26541	118.900314	0	19.34883	119.114145	10.1145	3.84843
sim_meta-18	0	30.519967	99.80064	0	2.214097	0.86159	19.555344	51.643288	2.28927	1.38008	21.3654	7.125892	0.294366	0	0	76.910623	1.68844	0	57.765494	13.00258	0	3.97578	0	1.33124	10.873775	0	28.772963	32.092597	5.41332	12.771406	86.835118	4.57437	1.965685
sim_meta-19	0	49.652621	94.102264	0	0	0	2.66218	24.53491	0	0	23.55689	12.67728	0	0	7.26689	114.34051	0	0	56.02972	7.48279	0	4.96352	0	0	15.03738	0	30.259334	37.44702	0	11.73409	76.502483	4.341	2.30916
sim_meta-2	0	8.22486	87.868754	0	4.20193	0	11.06124	25.04409	7.9699	8.57938	65.3688	34.91229	0	0	2.402549	118.553492	10.22389	4.49479	44.259989	22.85669	1.37984	1.78593	0	0	7.92549	0	13.738514	101.465553	6.07239	28.234492	155.58724	4.74366	9.55494
sim_meta-20	3.43953	21.633202	77.988986	0	3.808408	0	16.560444	15.8923768	6.07857	3.06811	32.979923	9.986725	1.290985	2.05491	0	112.474965	6.696892	7.37759	46.120812	22.273313	0	2.036464	0.533866	0	1.8488	1.59523	18.25172	93.736602	6.88271	28.172298	128.397381	8.599781	1.92965
sim_meta-21	1.58287	32.323676	77.672772	0	1.945472	0	12.330746	34.299325	3.08136	2.91309	26.268343	6.978799	1.96957	1.21631	5.21069	131.416446	0	0	43.730881	14.063429	1.36126	8.986153	0.595199	0	20.188511	0	25.327162	48.929529	4.40313	14.553883	86.115393	2.84087	8.140611
sim_meta-22	3.27212	20.112	76.952231	0	7.000997	0	6.100176	35.558008	7.61443	1.95679	50.197547	14.686192	4.00474	0	2.55107	120.13431	3.1438	1.73958	58.001073	27.63733	2.97405	13.58149	0	0	2.97405	0	13.93527	126.379464	14.733871	16.865654	133.210347	6.56397	2.61467
sim_meta-23	0	40.970787	61.06816	0	5.46684	0	6.554377	41.773554	2.03885	3.41056	21.85932	8.35367	0	0	0	90.66630173	0	0	23.236268	11.90101	0	2.12113	0	0	16.34365	1.42155	33.904627	46.722719	3.90389	19.6406	109.082534	0	5.54321
sim_meta-24	0	53.096603	65.1127259	6.86026	2.38806	0	17.32359	33.861593	7.59719	15.55957	12.882847	4.510866	0	0	0.836313	107.474181	0	0	40.269657	7.064943	2.48414	10.11492	0	0	22.776093	0	14.750269	41.494415	9.749647	27.805482	113.592006	0	0
sim_meta-25	0.964664	22.62395	42.344677	0	0	0	9.059067	30.894839	7.2644	8.02446	36.795162	12.753693	0	1.39894	0.712998	109.303226	5.3113	13.69278	27.261345	33.508861	0	2.60904	0.443779	0	5.425964	0	18.413897	79.040504	5.4651	33.263936	117.630815	7.57586	2.74417
sim_meta-26	0	6.77685	30.087521	0	0	0	30.247172	18.743883	8.75616	0	15.19069	4.136032	0	0	0	67.100044	0	0	38.98943	23.54974	0	0	0	0	4.86388	0	37.36576	21.108856	7.7141	16.162989	131.313645	0	0
sim_meta-27	2.13832	30.259468	43.537532	3.68945	5.2155099	0	12.181395	38.5265755	5.10236	9.17313662	29.30335211	10.604836	0	2.28044	0.818323	106.07987568	1.12010669	1.26647676	25.71507072	11.54433939	2.808586	3.052718	0.606403	0.625446	7.139028	0	29.841018	46.28293751	4.10109676	20.631548	110.17657002	5.602825	5.097204
sim_meta-28	0	31.21324	84.707975	0	5.04596	0	23.55546	14.16975	4.45654	5.25877	50.47598	14.94475	0	0	0	95.4567	10.21442	4.6651	41.182373	32.06985	0	4.325944	4.39822	0	4.84089	0	22.14582	83.26823	15.5292	29.76202	129.257778	9.85712	1.62118
sim_meta-29	0	46.477001	61.883192	0	6.54011	2.28599	5.33056	24.987479	11.69431	16.65398602	25.041164	10.9478	1.4341	0	1.98323	152.6153183	10.5105	11.42495	26.818572	29.409267	0	9.22918	0.571516	0	19.15197	4.18831	16.6065006	156.1183803	4.82003	6.53535	113.047963	8.62643	0
sim_meta-3	0	18.231287	28.660897	0	0	0	13.49133	48.31132	0	3.57883	2.99701	10.57861	0	0	0.998728	82.73964	0	0	38.993803	7.12202	0	2.05561	0	0	0	0	14.513256	6.875519	0.677243	9.351132	63.758269	2.82628	0
